model,image_id,store_name_tp,store_name_fp,store_name_fn,store_address_tp,store_address_fp,store_address_fn,telephone_tp,telephone_fp,telephone_fn,date_tp,date_fp,date_fn,time_tp,time_fp,time_fn,prod_item_tp,prod_item_fp,prod_item_fn,prod_quantity_tp,prod_quantity_fp,prod_quantity_fn,prod_price_tp,prod_price_fp,prod_price_fn,subtotal_tp,subtotal_fp,subtotal_fn,tax_tp,tax_fp,tax_fn,tips_tp,tips_fp,tips_fn,total_tp,total_fp,total_fn
granite4,image_files/Image_49/19/27f879c6141f8b9dc861d7bffc933de8cd0ec6e1.jpeg,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,3,3,0,0,3,0,0,1,0,0,0,1,1,0,1,0,1,0,0
granite4,image_files/Image_5/0/fdfe3c4977b2ceee2b227e6a154ece70c305f528.jpeg,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,8,3,9,2,0,4,2,5,0,1,1,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_5/1/0467c231f75a4ac329d84820f3d07bad86ead465.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4,0,0,4,3,0,1,0,1,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_5/1/0e81f49e920b415e87bb5963ef57b02f984cd233.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_5/1/10650cc9be0ddd432fe89d1d8ec3c674af0da98e.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,3,0,2,0,1,0,1,0,0,1,0,1,0,0,1,0,0
granite4,image_files/Image_5/1/10e79dad8d7c7cc01deb639ecb1f24b562be6d15.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,2,0,0,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0
granite4,image_files/Image_5/1/16.jpeg,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,4,4,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,1,1
granite4,image_files/Image_50/19/3332.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,3,0,0,0,3,1,0,0,1,0,0,1,0,0,0,1,0
granite4,image_files/Image_50/19/451798d215561a0152017668194b8f5e1ea3c7a4.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
granite4,image_files/Image_50/19/45331a50ae6d011bed8f6546ec07835a91e88603.jpeg,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_50/19/474a775bf107d1b756ecd7acca4a3f41d3d06280.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,4,0,5,9,0,0,0,0,9,0,1,0,0,1,1,0,1,0,0,1,1
granite4,image_files/Image_50/19/4833e1d8979fcda2d02ca7a5a9aec7df4879f933.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1
granite4,image_files/Image_50/19/4d728e1b86613027e4e30c83c07354ade3537b1b.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,7,10,0,0,10,0,0,0,1,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_50/19/4e3c557a27f9c4b0406b562d0b7760c740a602e6.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
granite4,image_files/Image_51/19/5f4e7207615d6c152e7028d0ad6302326272ff7e.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,5,5,1,0,2,1,3,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_51/19/62afa3fa08bb415d703691a0d335001792ecbb61.jpeg,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1
granite4,image_files/Image_51/19/6f16e7e8010b5bc8cba98388c96c770020887656.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4,0,0,4,0,0,4,0,1,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_51/19/8478b4dc8864a5c95abbd708a4279792d5c218c2.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,2,1,3,0,0,1,0,0,0,1,0,0,1,0,0,1,1
granite4,image_files/Image_52/19/89ac29dbd20a93ca40d58942b23f86a7d11e2631.jpeg,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,3,5,8,0,0,0,0,8,0,1,0,0,1,1,0,1,0,1,0,0
granite4,image_files/Image_52/19/8b9b86807b63dd61e3141f9114fc561b1e154ae1.jpeg,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_52/19/8c2d0a915c1a89cc898cea3e08bf3c0e3910a5d0.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_52/19/90008d9f920787ad29becb80db26be4fa7512e3a.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,10,0,6,0,6,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_52/19/b2f91845b83b824f06ec52036f5fb2e3ca82657f.jpeg,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,9,0,9,0,9,0,0,0,1,0,0,1,0,0,1,0,0,1,1
granite4,image_files/Image_52/19/c5f0dc6326ab307ed3234b8c2adabb95ddd72c94.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_52/19/ca7c89300da7968c87e6ec4f89ac6f5e811df572.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3,0,4,7,0,0,7,0,0,1,0,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_52/19/d224ea986b4fe7431a35ab35acaae461389b39c2.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,5,3,3,0,6,0,0,1,0,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_52/19/d99a15d10a97060638b5757045b5d797f5c3d4c8.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,10,9,3,0,3,3,6,0,1,0,0,1,0,1,0,0,0,1,0
granite4,image_files/Image_53/19/e5c18ca23b3da8b2c0baa37991e0fe9699b4128a.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,5,0,5,0,5,0,0,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_53/2/10a8205057d089c1b960e8b04097f3417f3d84ae.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_54/2/2b99c1df5dd57ed754faa0617750dbb55ae884de.jpeg,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_54/2/31069916ee9a545fdf5b3aef0e5be30b0e719e94.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,14,10,0,2,10,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_54/2/523a26f2419707ec8669969821bd18e327839427.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_55/2/6fe07898eafbfba6af910a2f5281a36d60e25349.jpeg,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,19,8,3,0,2,3,6,1,0,0,0,1,0,0,1,0,1,0,0
granite4,image_files/Image_55/2/7553e2292c1263961467cd55c35ef3a06092d92d.jpeg,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2,1,3,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,1,1
granite4,image_files/Image_55/2/76f478046418ee335546aec96a365856ca6295d4.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_55/2/8676002ade8369332c153fefce85fb67cf244b15.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,11,9,3,0,2,6,4,0,1,0,1,0,0,1,0,0,0,1,0
granite4,image_files/Image_56/2/ca875b9e3c00c8000e9c7837f4cedcc09fbb1416.jpeg,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,2,0,3,0,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_56/2/e000cbc415cba7bfe9465c0fc0858df6c7c1dcdf.jpeg,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,2,3,0,0,2,0,1,1,0,0,0,1,1,0,1,0,1,0,0
granite4,image_files/Image_56/2/e04e847a5454f2f2bb9a6be4c0d73a9965e7c18d.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,7,6,0,0,6,0,0,1,0,0,1,0,0,1,0,0,0,1,0
granite4,image_files/Image_56/2/e0cc13c79d6ba397a896da772887e4171c3d95ff.jpeg,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,14,14,0,0,14,0,0,1,0,0,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_56/2/e9c310f0b1fa229d84c91bfbf71917a02bcc4b2a.jpeg,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_57/20/06025ebe4a88efac3a26630365b2b433fd8df78b.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,3,0,8,9,0,2,11,0,0,0,1,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_57/20/1d0adaac8c10b806e30f5d9c77d8e050884e2772.jpeg,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,7,0,0,7,5,0,2,1,0,0,0,1,1,1,0,0,1,0,0
granite4,image_files/Image_57/20/1e7343cf45b676a82ee1c5829cbd1357e76fa8bb.jpeg,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,7,0,6,2,1,0,9,0,1,0,0,1,0,0,1,0,1,0,0
granite4,image_files/Image_57/20/2273c0c8cdd4c4fac1e3e2984686f044c43e8ec1.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,6,6,0,0,6,0,0,0,1,1,0,1,1,1,0,0,1,0,0
granite4,image_files/Image_57/20/3139.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4,0,3,0,2,0,2,1,0,0,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_58/20/3649.jpeg,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,2,0,0,0,2,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_58/20/375ac92e91a434a100134c84c897d80b61836d36.jpeg,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,10,0,5,0,0,5,0,0,1,1,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_58/20/46c1f9aba40d3deb1080e7c3a7de04a5bed74b82.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,3,3,0,0,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_58/20/5936232104d33abc6715b732f56c14a6a5b2497e.jpeg,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,7,8,0,0,6,0,3,0,1,1,0,1,1,0,1,0,1,0,0
granite4,image_files/Image_58/20/5953d9c8606a2d7b0e816d0310ce64894ed6f57e.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,3,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,1,1
granite4,image_files/Image_58/20/626.jpeg,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,2,2,0,0,2,0,0,0,1,1,0,1,1,1,0,0,0,1,1
granite4,image_files/Image_58/20/6b1a03bf665aa5a8c7ec67e32083a3ec59c6c1c9.jpeg,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,4,0,3,6,0,1,7,0,0,1,0,0,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_59/20/7f09b3cf44457b0ffe230436233a2a390fadd788.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4,1,3,0,1,2,1,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_59/20/952eb692fc85176a6a2b2b4233760d8e6762d97a.jpeg,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,7,7,0,0,7,0,0,1,0,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_59/20/96ae21a2a6cc19e60b28647bdb2d0603365bd0f0.jpeg,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,23,0,22,0,16,0,7,1,0,0,1,0,0,1,0,0,0,1,0
granite4,image_files/Image_59/20/9c9204e33ac46707f0244bc299f4365a013515c7.jpeg,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,3,0,4,0,4,0,0,1,0,0,0,1,0,0,1,0,0,1,1
granite4,image_files/Image_59/20/a7678db5da5a2e695d5de4a6603512f9dec25f90.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,6,2,3,0,5,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_59/20/af5da612c7f1605403dac91b23da114ae70ca1b8.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,9,10,0,0,9,0,1,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_59/20/c0ee9ec2244546731d84133b7ee06a525bc43cfa.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,8,7,0,0,7,0,0,1,0,0,1,0,0,1,0,0,0,1,0
granite4,image_files/Image_59/20/c80355fe12fa03f10e8e888af4d872f87999923b.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,5,0,5,0,2,1,2,1,0,0,0,1,1,0,1,0,0,1,1
granite4,image_files/Image_6/1/224f253bd994f956ebeefcab2c67aa46b1c2d53d.jpeg,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,7,2,0,9,0,1,4,4,0,1,1,0,1,1,0,1,0,0,1,1
granite4,image_files/Image_6/1/22fed6ab8659459866a7d8332a8072af95608fe0.jpeg,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,6,6,0,0,6,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_6/1/2aa6e45cad36cb4161596edf0f76caa5dad76b5f.jpeg,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,4,4,0,0,2,0,2,0,1,0,0,1,1,0,1,0,0,1,1
granite4,image_files/Image_6/1/2badb362a9e0bee89cc04754df0519f549f56bcd.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13,9,1,1,10,1,0,0,1,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_6/1/3247.jpeg,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_6/1/3455.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_60/20/db26cc8b43a2b4a02c7a340062a1573617b79b3e.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4,4,0,0,4,0,0,1,0,0,1,0,0,0,1,1,1,0,0
granite4,image_files/Image_60/20/dcf9bf5416ddb78df25788b8ad8392dd2cacdf10.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,3,0,3,0,0,1,0,0,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_60/20/e9f70b635326a312059812be1c3642d51cd4d0cc.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,6,5,0,1,4,0,2,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_60/20/f7354af6e1d9858b92b3fab52676062dd5c11e91.jpeg,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,2,0,2,0,2,0,0,1,0,0,0,1,1,0,1,0,0,1,1
granite4,image_files/Image_60/20/fda09a8db93c25ca6f9d837f659ddcbdb837b444.jpeg,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,3,2,0,1,3,0,0,1,0,0,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_61/3/123792bbc93b2a6d18508eb5b185bc34fede4031.jpeg,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,3,2,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0
granite4,image_files/Image_61/3/12998d6f09390cbd581cf1da38392aacc50d33c1.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,3,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_61/3/222463feb66c1a585453a005399f4d096a06a22e.jpeg,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,6,0,3,2,5,0,2,0,1,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_61/3/25ceaee9d29a816b93cecf8765ac6af8fdf3cdf6.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,12,11,0,1,10,2,0,1,0,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_62/3/296f42bfafc1219f27591fed66cf78db02700e89.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,5,0,6,0,5,0,1,0,1,1,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_62/3/36191c347fc74ff424876cad1bdb3f44f60e55e2.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,2,0,0,2,0,0,1,0,0,0,1,1,0,1,0,1,0,0
granite4,image_files/Image_62/3/4040.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,7,7,0,0,7,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_62/3/4041.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0
granite4,image_files/Image_62/3/4237dd949927d1d3a386869a419476bd5a1028e9.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,3,0,0,0,3,0,2,1,0,1,0,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_62/3/4fe38ece4fa1c0877994e9c0c33eaad6e13a3333.jpeg,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,9,8,0,0,8,0,0,0,1,1,0,1,1,0,1,0,0,1,1
granite4,image_files/Image_62/3/5c046cf1507cddc0e36ca085b06bbe5d6133196b.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,5,0,0,4,0,0,1,0,0,0,1,1,0,1,0,1,0,0
granite4,image_files/Image_63/3/689682f492336bbab09e5b3382371d921b836411.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,6,7,0,0,2,1,4,1,0,0,0,1,0,1,0,0,1,0,0
granite4,image_files/Image_63/3/8ed0f6293b8a486d05aa4414ab9cc4e05a615d76.jpeg,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,4,4,0,0,3,0,1,1,0,0,0,1,0,0,1,0,0,1,1
granite4,image_files/Image_63/3/948713e79516f260d09e94b635dd7273ffe107a1.jpeg,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,2,2,2,2,0,0,2,2,0,1,1,0,0,1,1,0,0,0,0,1
granite4,image_files/Image_63/3/b9d9c1a398823545278fadeb5aa86c46466f73ad.jpeg,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,7,8,0,0,7,0,1,0,1,0,0,1,1,1,0,0,1,0,0
granite4,image_files/Image_64/3/cbf512cf7bde07e24c262b770d304143eac0bbaa.jpeg,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_64/3/d58cebe5562a5d957488dabc70597dfa187f3136.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,6,6,0,0,6,0,0,1,0,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_64/4/08b03fdd81c76a75880eb94b790e8fcf669ccd74.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,3,0,7,10,0,0,3,2,5,1,0,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_64/4/1d80d00cf5338693097577dce43f74166d0806ed.jpeg,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,3,2,2,2,5,0,7,0,0,1,0,0,0,1,1,1,0,0,1,0,0
granite4,image_files/Image_65/4/32abb05dc239b237b39b094a784e23cd7f251dbb.jpeg,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_65/4/3797.jpeg,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,2,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_65/4/3c4647e237876088b9aa0fb6d15aef1a0a60882e.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_65/4/4031ed5a1c77afaad2a1bac875d1e462e48ed870.jpeg,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,5,0,5,0,5,0,0,0,1,0,0,1,1,0,1,0,0,1,1
granite4,image_files/Image_65/4/456e2badd999564fc7535161aaa08b6254e1cac1.jpeg,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_65/4/4584fcd515b21437567771d7531c11aba03df24a.jpeg,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,5,0,6,0,5,0,1,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_65/4/4c8ba0750fea3147d457bd77fb52d43e6f9cab6e.jpeg,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_66/4/61fc0e5930bcda35255977f6269b804b68e06308.jpeg,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,5,5,1,0,5,0,1,0,1,0,0,1,0,1,0,0,0,1,1
granite4,image_files/Image_66/4/6b8438773301606410b00a7c418ce8e8647457e3.jpeg,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,5,5,0,0,5,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_67/4/7a2214a2c783522c4a8a3bb0987d5986b2f3901a.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_67/4/7e4be25ee71a8d439fea9c000c1c2a2ea4440454.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,5,5,0,0,5,0,0,1,0,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_67/4/7e94ad8e6555dec48fe9108b583971de9717a4ce.jpeg,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,2,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_67/4/9827509c565c657db529db73a891116345d6fc96.jpeg,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_67/4/a221b7382790db58f068307baecba12175af2e54.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,8,0,0,1,7,0,0,0,8,0,1,1,0,1,0,1,0,0,0,1,1
granite4,image_files/Image_68/4/dcff7be58f5c0252fb3c1e89e7602532cc372d79.jpeg,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,7,8,0,0,8,0,0,1,0,0,0,1,1,0,1,0,0,1,1
granite4,image_files/Image_68/4/debd241af902e4fe0bb3239bb891988310e73682.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,2,2,2,0,4,0,0,1,0,0,1,0,0,0,1,0,0,1,1
granite4,image_files/Image_68/4/eec27f8cefcf113d35f15e80f1d74ce1f9a3caef.jpeg,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,8,0,10,0,9,0,1,1,0,0,0,1,0,0,1,1,0,1,0
granite4,image_files/Image_68/4/f1d6e77e1df3dc5071333c15cc06b8e1075018a1.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,16,0,11,6,2,1,14,0,1,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_68/5/035328b05be076b4f7568a5f3efa10575e176ec0.jpeg,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,9,9,0,0,9,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_69/5/0abd54c958f8658dac0ba32ee5ca8f8b264ce131.jpeg,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,3,4,0,0,4,0,0,0,1,1,0,1,0,0,1,0,0,1,1
granite4,image_files/Image_69/5/0f0a1a67bf9abb2cdd549d276b32f49307f9b79e.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,5,0,0,5,0,0,1,0,0,1,0,0,1,0,0,1,0,0
granite4,image_files/Image_69/5/15c0d4ff788941e37abbb8fc88106e813916561b.jpeg,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,19,20,0,0,20,0,0,1,0,0,0,1,1,1,0,0,0,1,1
granite4,image_files/Image_69/5/16d8198f9119a59e68b8a3884f874b57527226d6.jpeg,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,3,0,8,0,11,0,4,3,4,1,0,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_7/1/3b5ee37ed70dace8d0fdaa2d3084c3e3ca62a1f6.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4,4,0,0,4,0,0,0,1,0,1,0,0,1,0,0,0,1,1
granite4,image_files/Image_7/1/44e413be8de5be5f72a9b0a633c632028e5026bf.jpeg,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,1,2,2,1,0,1,0,0,1,0,0,0,1,0,1,0,0
granite4,image_files/Image_7/1/4b017b140427879133ba70c627bcbb343b55f278.jpeg,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,5,4,9,0,0,3,0,6,1,0,0,1,0,0,0,1,1,0,1,1
